address,geocoded_address
39A Bendemeer Road,"The River Vista, 39A, Bendemeer Road, Kallang, Central, 331039, Singapore"
203A Compassvale Road,"Compassvale Road, Compassvale, Seng Kang, Northeast, 541248, Singapore"
1 Lorong 7 Toa Payoh,"1, Lorong 7 Toa Payoh, Kim Keat Court, Toa Payoh, Central, 310001, Singapore"
504 Jelapang Road,"Jelapang Road, Saujana, Bukit Panjang, Northwest, 677744, Singapore"
221A Sumang Lane,"221A, Sumang Lane, Matilda, Punggol, Northeast, 821221, Singapore"
129A Bukit Merah View,"129A, Bukit Merah View, Bukit Merah, Central, 151129, Singapore"
55 Marine Terrace,"55, Marine Terrace, Marine Terrace Haven, Marine Parade, Southeast, 440055, Singapore"
215 Ang Mo Kio Avenue 1,"UOB, 215, Ang Mo Kio Avenue 1, Kebun Baru, Ang Mo Kio, Central, 560215, Singapore"
Water Terrace,"Water Terrace, Tai Seng, Southeast, Singapore"
31 Alexandra Rd,"Alessandrea, 31, Alexandra Road, Bukit Merah, Central, 159967, Singapore"
262 Serangoon Central Drive,"UOB, 262, Serangoon Central Drive, Serangoon, Southeast, 550262, Singapore"
942 Jurong West Street 91,"942, Jurong West Street 91, Nanyang Ruby, Jurong West, Southwest, 640942, Singapore"
367 Tampines Street 34,"367, Tampines Street 34, Tampines East, Tampines, Northeast, 520367, Singapore"
768 Yishun Avenue 3,"768, Yishun Avenue 3, Khatib, Yishun, Northwest, 760774, Singapore"
424C Yishun Avenue 11,"Yishun Avenue 11, Yishun, Northwest, 760414, Singapore"
55 Siglap Rd,"Siglap Road, Bedok, Southeast, 459108, Singapore"
132 Ang Mo Kio Avenue 3,"132, Ang Mo Kio Avenue 3, Kebun Baru, Ang Mo Kio, Central, 560132, Singapore"
216A Compassvale Drive,"216A, Compassvale Drive, Compassvale, Seng Kang, Northeast, 541216, Singapore"
3 Hong San Walk,"3, Hong San Walk, Keat Hong, Choa Chu Kang, Southwest, 680253, Singapore"
711 Clementi West Street 2,"Clementi West Street 2, Westview Gardens, Clementi, Southwest, 120707, Singapore"
217 Bedok North Street 1,"217, Bedok North Street 1, Bedok, Southeast, 460217, Singapore"
250 Bishan Street 22,"250, Bishan Street 22, Marymount, Bishan, Central, 570284, Singapore"
916 Tampines Street 91,"916, Tampines Street 91, Tampines West, Tampines, Northeast, 520916, Singapore"
28 Beach Rd,"Beach Road, Bugis, Downtown Core, Central, 189699, Singapore"
227 Pending Road,"Pending Road, Bangkit, Bukit Panjang, Northwest, 678296, Singapore"
473 Pasir Ris Drive 6,"473, Pasir Ris Drive 6, Pasir Ris, Northeast, 510473, Singapore"
510 Jurong West Street 52,"Hong Kah South Neighbourhood Police Post, 510, Jurong West Street 52, Hong Kah, Jurong West, Southwest, 640510, Singapore"
221 Serangoon Avenue 4,"Serangoon Avenue 4, Serangoon Green, Serangoon, Southeast, 551223, Singapore"
37 Jalan Rumah Tinggi,"37, Jalan Rumah Tinggi, Rumah Tinggi View, Bukit Merah, Central, 150037, Singapore"
207 Toa Payoh North,"Boon Teck Neighbourhood Police Post, 207, Toa Payoh North, Braddell, Toa Payoh, Central, 310207, Singapore"
649 Ang Mo Kio Avenue 5,"Ang Mo Kio Avenue 5, Serangoon North, Central, 569877, Singapore"
7 Bright Hill Dr,"7, Bright Hill Drive, Sin Ming, Bishan, Central, 574402, Singapore"
15 Pasir Ris Grove,"15, Pasir Ris Grove, Pasir Ris, Northeast, 518142, Singapore"
138 Bukit Batok West Avenue 6,"138, Bukit Batok West Avenue 6, Bukit Batok, Southwest, 650138, Singapore"
654A Jurong West Street 61,"654A, Jurong West Street 61, Yunnan, Jurong West, Southwest, 641654, Singapore"
857 Tampines Street 83,"857, Tampines Street 83, Tampines Parkview, Tampines, Northeast, 520857, Singapore"
421B Northshore Drive,"Northshore Straits View, 421B, Northshore Drive, Northshore, Punggol, Northeast, 822421, Singapore"
120 Ho Ching Road,"120, Ho Ching Road, Jurong West, Southwest, 610120, Singapore"
468B Admiralty Drive,"468B, Admiralty Drive, Blue Riverview, Sembawang, Northwest, 752468, Singapore"
812C Choa Chu Kang Avenue 7,"812C, Choa Chu Kang Avenue 7, Keat Hong, Choa Chu Kang, Southwest, 683812, Singapore"
812 Yishun Ring Road,"Yishun Ring Road, Yishun, Northwest, 760675, Singapore"
115 Bedok Reservoir Road,"115, Bedok Reservoir Road, Eunos Vista, Bedok, Northeast, 470115, Singapore"
35 Lorong 5 Toa Payoh,"35, Lorong 5 Toa Payoh, Braddell, Toa Payoh, Central, 310035, Singapore"
420 Canberra Road,"420, Canberra Road, Sembawang, Northwest, 750420, Singapore"
491 Admiralty Link,"491, Admiralty Link, Sembawang Green, Sembawang, Northwest, 750491, Singapore"
338 Sembawang Crescent,"Sembawang Crescent, Sembawang, Northwest, 757092, Singapore"
733 Yishun Avenue 5,"733, Yishun Avenue 5, Chong Pang, Yishun, Northwest, 768690, Singapore"
608 Woodlands Ring Road,"Woodlands Ring Road, Woodlands, Northwest, 730663, Singapore"
821 Woodlands Street 82,"Woodlands Street 82, Woodlands, Northwest, 738507, Singapore"
854 Woodlands Street 83,"Woodlands Street 83, Woodlands, Northwest, 738489, Singapore"
683A Edgedale Plains,"Edgedale Plains, Punggol Field East, Punggol, Northeast, 821053, Singapore"
817 Jurong West Street 81,"817, Jurong West Street 81, Yunnan, Jurong West, Southwest, 640817, Singapore"
412 Tampines Street 41,"412, Tampines Street 41, Tampines, Northeast, 520412, Singapore"
6 Hougang Avenue 3,"Hougang Avenue 3, Hougang, Northeast, 539190, Singapore"
686A Jurong West Central 1,"686A, Jurong West Central 1, Jurong West, Southwest, 641686, Singapore"
443C Fajar Road,"443C, Fajar Road, Fajar, Bukit Panjang, Northwest, 673443, Singapore"
12 Stirling Rd,"Queens, 12, Stirling Road, Queenstown, Central, 140012, Singapore"
465 Joo Chiat Road,"The Communal Place, 465, Joo Chiat Road, Marine Parade, Southeast, 428820, Singapore"
230 Ang Mo Kio Avenue 3,"230, Ang Mo Kio Avenue 3, Kebun Baru, Ang Mo Kio, Central, 560230, Singapore"
Seletar Park Residence,"Seletar Park Residence, Serangoon, Central, Singapore"
101 Beach Rd,"Beach Road, Bugis, Downtown Core, Central, 189699, Singapore"
268A Compassvale Link,"268A, Compassvale Link, Compassvale, Seng Kang, Northeast, 540269, Singapore"
25 Hazel Pk Terrace,"25, Hazel Park Terrace, Jelebu, Bukit Panjang, Northwest, 679697, Singapore"
101C Yishun Avenue 5,"Yishun Avenue 5, Chong Pang, Yishun, Northwest, 768677, Singapore"
Kingsley Mansions,"Kingsley Mansions, 27, Boon Teck Road, Novena, Central, 329808, Singapore"
558 Hougang Street 51,"558, Hougang Street 51, Hougang, Northeast, 530558, Singapore"
59 Normanton Pk,"59, Normanton Park, Queenstown, Southwest, 117285, Singapore"
22 Fernwood Terrace,"22, Fernwood Terrace, Fernwood Towers, Bedok, Southeast, 458553, Singapore"
512 Woodlands Drive 14,"Woodlands Drive 14, Woodlands, Northwest, 738079, Singapore"
60 Havelock Rd,"Havelock Road, Bukit Merah, Central, 169075, Singapore"
248 Jurong East Street 24,"248, Jurong East Street 24, Yuhua, Jurong East, Southwest, 600248, Singapore"
339 Jurong East Avenue 1,"339, Jurong East Avenue 1, Yuhua, Southwest, 600339, Singapore"
319 Ang Mo Kio Avenue 1,"Ang Mo Kio Avenue 1, Mei Hwan, Serangoon, Southeast, 557139, Singapore"
467 Jurong West Street 41,"467, Jurong West Street 41, Hong Kah, Jurong West, Southwest, 640467, Singapore"
738 Woodlands Circle,"Woodlands Circle, Woodlands, Northwest, 730701, Singapore"
506 West Coast Drive,"506, West Coast Drive, Westpeak Terrace, Clementi, Southwest, 120506, Singapore"
122 Paya Lebar Way,"122, Paya Lebar Way, Geylang, Southeast, 381122, Singapore"
126A Kim Tian Road,"126A, Kim Tian Road, Bukit Merah, Central, 161126, Singapore"
446 Choa Chu Kang Avenue 4,"446, Choa Chu Kang Avenue 4, Peng Siang, Choa Chu Kang, Southwest, 680446, Singapore"
10 Stirling Rd,"Queens, 10, Stirling Road, Queenstown, Central, 148954, Singapore"
58 Sengkang Square,"58, Sengkang Square, Compassvale, Seng Kang, Northeast, 544699, Singapore"
Serangoon Garden Estate,"Serangoon Garden Way, Serangoon, Southeast, 556200, Singapore"
9 Jln Membina,"Central Green Condo - Block 9, 9, Jalan Membina, Bukit Merah, Central, 169483, Singapore"
201 Toa Payoh North,"201, Toa Payoh North, Braddell, Toa Payoh, Central, 310201, Singapore"
303 Yishun Central,"Yishun Central, Yishun, Northwest, Singapore"
320 Hougang Avenue 5,"320, Hougang Avenue 5, Hougang, Northeast, 530320, Singapore"
295A Compassvale Crescent,"295A, Compassvale Crescent, Seng Kang, Northeast, 541295, Singapore"
17 Jalan Tenteram,"17, Jalan Tenteram, Novena, Central, 321017, Singapore"
31 Pheng Geck Ave,"Sennett Residence, 31, Pheng Geck Avenue, Toa Payoh, Southeast, 347694, Singapore"
13 Leedon Hts,"13, Leedon Heights, Victoria Park, Bukit Timah, Northwest, 267953, Singapore"
23 Bedok South Avenue 1,"23, Bedok South Avenue 1, Bedok, Southeast, 460023, Singapore"
90 Edgedale Plains,"90, Edgedale Plains, Waterway East, Punggol, Northeast, 821666, Singapore"
439C Bukit Batok West Avenue 8,"439C, Bukit Batok West Avenue 8, West Edge, Bukit Batok, Southwest, 653439, Singapore"
467A Yishun Avenue 6,"Yishun Avenue 6, Yishun, Northwest, 769039, Singapore"
401 Serangoon Avenue 1,"401, Serangoon Avenue 1, Serangoon, Southeast, 550401, Singapore"
1 Cantonment Road,"The Pinnacle@Duxton, 1, Cantonment Road, Chinatown, Outram, Central, 085001, Singapore"
1 Youngberg Terrace,"Avon Park, 1, Youngberg Terrace, Market Square, Toa Payoh, Southeast, 357741, Singapore"
64 Upper Serangoon View,"64, Upper Serangoon View, Hougang, Northeast, 534237, Singapore"
8 Choa Chu Kang Grove,"Choa Chu Kang Grove, Teck Whye, Choa Chu Kang, Southwest, 680112, Singapore"
454 Yishun Street 41,"Yishun Street 41, Yishun, Northwest, 760675, Singapore"
13 Fernvale Lane,"13, Fernvale Lane, Jalan Kayu, Seng Kang, Central, 797496, Singapore"
458 Yishun Avenue 11,"Yishun Avenue 11, Yishun, Northwest, 760414, Singapore"
405 Ang Mo Kio Avenue 10,"405, Ang Mo Kio Avenue 10, Ang Mo Kio, Central, 560405, Singapore"
34 Woodlands Dr 16,"34, Woodlands Drive 16, Woodlands, Northwest, 737771, Singapore"
27 Fernvale Rd,"27, Fernvale Road, Fernvale, Seng Kang, Central, 790464, Singapore"
Spring @ Langsat,"Spring @ Langsat, Langsat Road, Joo Chiat, Geylang, Southeast, 427373, Singapore"
924 Tampines Street 91,"924, Tampines Street 91, Tampines West, Tampines, Northeast, 520924, Singapore"
156 Bishan Street 13,"156, Bishan Street 13, Bishan, Central, 570156, Singapore"
93 Yishun Ave 1,"93, Yishun Avenue 1, Yishun, Central, 769139, Singapore"
427 Ang Mo Kio Avenue 3,"427, Ang Mo Kio Avenue 3, Ang Mo Kio, Central, 560427, Singapore"
129C Canberra Street,"Blk 129C, 129C, Canberra Street, Canberra, Sembawang, Northwest, 753129, Singapore"
19 Canberra Dr,"19, Canberra Drive, Canberra, Sembawang, Northwest, 751380, Singapore"
274D Jurong West Avenue 3,"274D, Jurong West Avenue 3, Wenya, Jurong West, Southwest, 644274, Singapore"
33 Pasir Ris Dr 3,"33, Pasir Ris Drive 3, Pasir Ris, Northeast, 519499, Singapore"
307 Serangoon Avenue 2,"Serangoon Avenue 2, Serangoon, Southeast, 556138, Singapore"
701 Yishun Avenue 5,"701, Yishun Avenue 5, Chong Pang, Yishun, Northwest, 761701, Singapore"
204 Ang Mo Kio Avenue 3,"204, Ang Mo Kio Avenue 3, Ang Mo Kio View, Ang Mo Kio, Central, 560204, Singapore"
8 Kitchener Link,"Boulevard Tower, 8, Kitchener Link, Kallang, Central, 208539, Singapore"
349 Bukit Batok Street 34,"349, Bukit Batok Street 34, Bukit Gombak, Bukit Batok, Southwest, 650349, Singapore"
137 Bedok Reservoir Road,"137, Bedok Reservoir Road, Eunos Spring, Bedok, Northeast, 470137, Singapore"
89 Tanglin Halt Road,"Commonwealth View, 89, Tanglin Halt Road, Queenstown, Central, 141089, Singapore"
690B Woodlands Drive 75,"690B, Woodlands Drive 75, Woodlands, Northwest, 730888, Singapore"
632 Jurong West Street 65,"632, Jurong West Street 65, Jurong West, Southwest, 640632, Singapore"
Highland Close,"Highland Close, Hougang, Northeast, 548534, Singapore"
533 Bukit Batok Street 51,"533, Bukit Batok Street 51, Bukit Gombak, Bukit Batok, Southwest, 650533, Singapore"
9 Gloucester Road,"9, Gloucester Road, Farrer Park Gardens, Kallang, Central, 219458, Singapore"
190 Bishan Street 13,"190, Bishan Street 13, Bishan, Central, 570190, Singapore"
6 Lorong 29 Geylang,"6, Lorong 29 Geylang, Geylang, Southeast, 389504, Singapore"
468A Fernvale Link,"Fernvale Link, Fernvale, Seng Kang, Central, 793470, Singapore"
781 Upper Changi Rd East,"781, Upper Changi Road East, Tampines, Northeast, 520347, Singapore"
31 Yishun Ctrl 1,"Yishun Central 1, Yishun, Northwest, 768809, Singapore"
702 Upper Changi Rd East,"702, Upper Changi Road East, Tampines, Northeast, 520347, Singapore"
333A Yishun Street 31,"333A, Yishun Street 31, Yishun, Northwest, 761333, Singapore"
2D Upper Boon Keng Road,"2D, Upper Boon Keng Road, Kallang Heights, Kallang, Southeast, 384002, Singapore"
264 Toa Payoh East,"Toa Payoh Apex, 264, Toa Payoh East, Braddell, Toa Payoh, Central, 310264, Singapore"
33 Margaret Drive,"33, Margaret Drive, Queenstown, Central, 149297, Singapore"
9 Sophia Rd,"Sophia Residence, 5,7,9,11,15, Sophia Road, Selegie, Rochor, Central, 228150, Singapore"
5 Haig Road,"5, Haig Road, Joo Chiat, Geylang, Southeast, 430005, Singapore"
Jalan Aruan,"Jalan Aruan, Novena, Central, 228599, Singapore"
115 Tampines Rd,"Tampines Road, Paya Lebar, Northeast, 528606, Singapore"
88 Bedok North Street 4,"UOB, 88, Bedok North Street 4, Peakville Estate, Bedok, Southeast, 460088, Singapore"
Jalan Haji Alias,"Jalan Haji Alias, Allamanda Grove, Bukit Timah, Northwest, 268535, Singapore"
637 Pasir Ris Drive 1,"637, Pasir Ris Drive 1, Pasir Ris, Northeast, 510637, Singapore"
777 Pasir Ris Street 71,"777, Pasir Ris Street 71, Pasir Ris, Northeast, 510777, Singapore"
22 Upper Serangoon View,"22, Upper Serangoon View, Hougang, Northeast, 530476, Singapore"
23 Leonie Hill,"Leonie Hill, Kampong Martin, River Valley, Central, 239197, Singapore"
31 Marsiling Drive,"31, Marsiling Drive, Marsiling Sapphire, Woodlands, Northwest, 730031, Singapore"
144 Rivervale Drive,"144, Rivervale Drive, Rivervale, Seng Kang, Northeast, 542164, Singapore"
12 Derbyshire Rd,"Adria 12, 12, Derbyshire Road, Novena, Central, 309331, Singapore"
452 Ang Mo Kio Avenue 10,"Healthway Medical, 452, Ang Mo Kio Avenue 10, Chong Boon Centre, Ang Mo Kio, Central, 560442, Singapore"
238 Bukit Batok East Avenue 5,"238, Bukit Batok East Avenue 5, Gombak Gardens, Bukit Batok, Southwest, 650238, Singapore"
691A Woodlands Drive 73,"691A, Woodlands Drive 73, Woodlands, Northwest, 730691, Singapore"
102 Simei Street 1,"102, Simei Street 1, Tampines, Southeast, 520102, Singapore"
393 Yishun Avenue 6,"393, Yishun Avenue 6, Yishun, Northwest, 760393, Singapore"
104C Canberra Street,"Blk 104C, 104C, Canberra Street, Canberra, Sembawang, Northwest, 753104, Singapore"
732 Bedok Reservoir Rd,"732, Bedok Reservoir Road, Waterfront Isle, Bedok, Northeast, 479262, Singapore"
451 Ang Mo Kio Avenue 10,"451, Ang Mo Kio Avenue 10, Chong Boon Centre, Ang Mo Kio, Central, 560451, Singapore"
Pasir Ris Beach Park,"Pasir Ris Beach PCN, Loyang Agrotechnology Park, Pasir Ris, Northeast, 510716, Singapore"
46 Eastwood Rd,"Eastwood Road, Bedok, Southeast, 486593, Singapore"
12 Marsiling Lane,"12, Marsiling Lane, Woodlands, Northwest, 730012, Singapore"
556 Yishun Ave 6,"556, Yishun Avenue 6, Yishun, Northwest, 760466, Singapore"
11 Upper Boon Keng Road,"11, Upper Boon Keng Road, Kallang, Southeast, 380011, Singapore"
69 Choa Chu Kang Loop,"69, Choa Chu Kang Loop, Choa Chu Kang, Southwest, 689810, Singapore"
33 Jervois Rd,"Jervois Road, Tanglin, Central, 159016, Singapore"
807 Woodlands Street 81,"807, Woodlands Street 81, Woodlands, Northwest, 738525, Singapore"
1 Leicester Rd,"Leicester Road, Potong Pasir, Southeast, 347842, Singapore"
9 Upper East Coast Road,"Upper East Coast Road, Bedok, Southeast, 460151, Singapore"
288C Bukit Batok Street 25,"288C, Bukit Batok Street 25, Nature View, Bukit Batok, Southwest, 652288, Singapore"
470 Choa Chu Kang Avenue 3,"470, Choa Chu Kang Avenue 3, Peng Siang, Choa Chu Kang, Southwest, 680470, Singapore"
687C Choa Chu Kang Drive,"Choa Chu Kang Drive, Yew Tee, Choa Chu Kang, Southwest, 680624, Singapore"
107 Potong Pasir Avenue 1,"107, Potong Pasir Avenue 1, Market Square, Toa Payoh, Southeast, 350107, Singapore"
Sennett Estate,"Sennett Estate, Kallang Way, Southeast, Singapore"
213 Marsiling Crescent,"213, Marsiling Crescent, Woodlands, Northwest, 730213, Singapore"
358 Bukit Batok Street 31,"358, Bukit Batok Street 31, Bukit Gombak, Bukit Batok, Southwest, 650358, Singapore"
48 Dorset Road,"48, Dorset Road, Farrer Park Gardens, Kallang, Central, 219458, Singapore"
310C Punggol Walk,"Waterway Terraces, 310C, Punggol Walk, Waterway West, Punggol, Northeast, 823310, Singapore"
180 Bedok North Road,"180, Bedok North Road, Tanah Merah Green, Bedok, Southeast, 460180, Singapore"
48 Lengkok Bahru,"48, Lengkok Bahru, Bukit Merah, Central, 151048, Singapore"
Lowland View,"16, Richards Avenue, Hougang, Northeast, 547444, Singapore"
712 Jurong West Street 71,"712, Jurong West Street 71, Yunnan, Jurong West, Southwest, 640712, Singapore"
262D Compassvale Street,"262D, Compassvale Street, Anchorvale, Seng Kang, Northeast, 544262, Singapore"
29 Pasir Ris St 72,"Pasir Ris Street 72, Pasir Ris, Northeast, 510701, Singapore"
Stratton Green,"Stratton Green, Seletar Hills, Serangoon North, Central, 805657, Singapore"
2 Ang Mo Kio Ctrl 3,"2, Ang Mo Kio Central 3, Grandeur 8, Ang Mo Kio, Central, 567741, Singapore"
23 Hazel Pk Terrace,"Hazel Park Terrace, Jelebu, Bukit Panjang, Northwest, 679696, Singapore"
444 Choa Chu Kang Avenue 4,"444, Choa Chu Kang Avenue 4, Peng Siang, Choa Chu Kang, Southwest, 680444, Singapore"
91 Pasir Ris Grove,"Pasir Ris Grove, Pasir Ris, Northeast, 518074, Singapore"
102A Bidadari Park Drive,"102A, Bidadari Park Drive, Alkaff, Bidadari, Toa Payoh, Southeast, 341115, Singapore"
155 Yishun Street 11,"Yishun Street 11, Chong Pang, Yishun, Northwest, 768643, Singapore"
661A Edgedale Plains,"661A, Edgedale Plains, Waterway East, Punggol, Northeast, 821661, Singapore"
22 Boon Keng Road,"McDonald's, 22, Boon Keng Road, Bendemeer Ville, Kallang, Central, 330022, Singapore"
26 Dover Crescent,"26, Dover Crescent, Dover Gardens, Queenstown, Southwest, 130026, Singapore"
25 Jln Merah Saga,"Jalan Merah Saga, Bukit Timah, Northwest, 278115, Singapore"
793 Woodlands Avenue 6,"Woodlands Avenue 6, Woodlands, Northwest, 738907, Singapore"
766 Jurong West Street 74,"766, Jurong West Street 74, Jurong West, Southwest, 640766, Singapore"
408 Ang Mo Kio Avenue 10,"408, Ang Mo Kio Avenue 10, Ang Mo Kio, Central, 560408, Singapore"
6 Lorong 8 Geylang,"6, Lorong 8 Geylang, Geylang, Southeast, 389274, Singapore"
40 Choa Chu Kang St 64,"40, Choa Chu Kang Street 64, Yew Tee, Choa Chu Kang, Southwest, 689097, Singapore"
70 Elias Rd,"Elias Road, Pasir Ris, Northeast, 519924, Singapore"
170 Bedok South Road,"170, Bedok South Road, Siglap East, Bedok, Southeast, 460170, Singapore"
